index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Operating Expense Rate,0.0683014374066455,0.07664833513662797,0.06551968170554356,-0.3059711775587926,-0.3060941453605267,0.07979705808115845,0.08218541725740418,0.08084489956245568,0.03149956700342157,0.0816781154476308,1.0,-0.061085977562823364,-0.029892891027238112,-0.008341411882454007,0.07866606465104674,0.10166809021403825,0.10221056578443288,0.10223622803602278,0.0965392687939069,0.004400647696853789,0.23444724253469015,0.09157949415434424,0.10327116180768138,0.013519290282690834,0.0410557968074637,0.03158512211500726,0.03665446439739146,0.04930885400364613,0.02296570949155324,0.014363576167445224,0.026517968146230465,-0.013692320533661763,-0.12114589117850103,-0.11582478872077515,0.059324808146247326,0.10879897509630573,0.15074102701154823,-0.15074102701154823,0.020276788247270174,0.07449857049953432,0.08350133414447045,0.09210021038468527,0.10385354509604384,0.15317316238278098,0.2179272538601119,0.019218870395008015,-0.10539415997356148,-0.13244034607033225,-0.05864836441112438,0.21520711448106103,0.2440027936113895,0.14403943189390245,0.04235818309680645,-0.07343372681909033,0.0038902814834194765,0.03839820560335305,-0.10645117567940252,-0.12614388409816957,-0.0822567135830074,0.14941272315487736,-0.05048838619281905,0.050293018930043086,-0.02221041323566222,-0.0034735173850629106,0.004688126103281905,0.12112009449512429,-0.007491782231463082,0.09544478735687664,0.1870065018953681,-0.2952608571583062,0.1802488748876115,0.1546302766748391,-0.14394494321449253,0.04033010025902568,0.004922586408039019,-0.03440263842689835,-0.0034735173850629106,0.12112009449512429,0.0386639566197418,0.007021845220616054,-0.01989295830208841,-0.0129134517592573,0.026179828396409845,0.04718427707467918,,0.07297785403494951,0.09743888881005895,0.0011375710389704141,-0.3059702580055192,0.0899436453825076,0.11310597205172436,0.03049786683733482,0.034006195882836085,,-0.13668852561068898
Research and development expense rate,0.10026947549411741,0.07667691311334762,0.09518925990702448,-0.029015990177026923,-0.02966736995227366,0.1124987209684007,0.09321910406980985,0.09071582206719395,0.0031931898622122225,0.09776825370527813,-0.061085977562823364,1.0,0.05048287183782044,0.007066420049744244,-0.02261124176085459,0.0968292689618416,0.0965926181867014,0.09606125629809809,0.08158896656093653,0.07852041910710268,0.0039140631411662815,0.08316111401106871,0.07579582667159096,-0.006140207332223493,0.026629282326239345,0.04110930373046637,0.040573770018107476,0.03744161011210221,0.029107351909921794,0.009311802583774596,0.02510073454243792,0.04751914560631263,-0.048001059210203305,-0.019413957687751178,-0.05533332348240691,-0.0684137059200794,-0.04392010273061942,0.043920102730619304,-0.08208420122133832,-0.08949722447911208,-0.021304013367563147,0.08229848169303407,0.07768904523095442,-0.05765920355913148,0.018419795252806275,-0.14517365872302745,0.10649967738352502,-0.00015489634021863992,0.021653922090421798,-0.020694318474180007,-0.1252764311633253,-0.036821532066189724,-0.13981729997892559,0.0030237034092202865,0.05863084081047015,-0.025864296212456766,0.013539088198597712,-0.025722229240548566,-0.06633952988662602,-0.040685553535082526,0.05674073870855523,-0.02847031691704826,-0.025253509560498447,-0.0011730465905244773,-0.005681426691173625,-0.06668100094591199,0.013938802211492372,0.08753369031730772,0.048418177719791324,-0.03955416273254638,-0.05513911351081231,-0.02679143906729321,-0.07538615128460734,0.04851995209624058,-0.002224446378528824,0.026501736266290935,-0.0011730465905244773,-0.06668100094591199,-0.00137388045421857,-0.01115291733479716,-0.016423391713854794,0.07463110456615765,-0.008290960733524281,-0.06345093343779785,,0.07785134832196823,-0.02219232755445406,0.05224995997532131,-0.029013293686795255,0.04934568638797012,-0.0675074219222343,-0.034963644320562016,-0.0434177263412774,,-0.03499512124433099
Cash flow rate,0.4524898742622302,0.39925427445572154,0.4520464326679016,0.37383885520965776,0.3744312677796153,0.44768192164844783,0.3949156466836456,0.3871368858919866,0.08500178761226604,0.39806070427407936,-0.029892891027238112,0.05048287183782044,1.0,0.013290383324397546,0.07886904870699664,0.2544583384861265,0.2545382188842121,0.2542942122429658,0.323212052500485,0.6369776039414795,-0.08168341976608133,0.3271540278769909,0.3043684903726338,-0.05298607132141035,0.05197215432304464,0.0986986648424611,0.09802478433825532,0.08008229566737622,0.08898350485445142,-0.0156356671230776,0.07724592197178223,0.5860120074398646,0.38797544984121535,0.41735006316966045,-0.029793864724649913,-0.31958721838673515,-0.41660652637598056,0.41660652637598083,0.0024134596771066418,-0.3009429559492569,-0.07957269160452254,0.3264481025554421,0.3107085658349469,-0.32280034433348215,-0.07948173970904118,0.0019483207896844542,-0.1001088817970214,-0.02405113364719865,0.06911057067829382,-0.17248639503725402,-0.07998582687058078,0.21910830185651928,0.027421957656096417,0.22624327178703424,0.07373126828858724,-0.07553484386681338,0.3184141583083988,0.40845728368990125,0.3286111404868796,-0.406444721214764,0.9365568642781067,-0.08601512706312921,0.010696115149459048,-0.08939364683228739,0.08720361698037239,-0.32499626712822643,-0.0014022424267867385,0.372994929981099,0.32737757624784936,-0.0684797233286052,-0.023528409800811438,-0.09423407145680572,0.10737250200891511,-0.11002584833256279,0.21780441457104352,0.09735680484077208,-0.08939364683228739,-0.32499626712822643,-0.13375403694545965,0.2561133337603266,0.30719924692837586,0.792066129456771,0.21229547844946622,-0.29265962378715,,0.4086366706126184,0.03201665650927976,0.08228136426540476,0.3738382733335761,0.3022336847985034,-0.32910632071572243,-0.06436585945442189,-0.023611196960035084,,0.385548502087776
Interest-bearing debt interest rate,0.04293829578736926,0.04523202750952831,0.04053959400716345,0.014455432752339839,0.014476033404264864,0.006234831972162944,0.03614359393184424,0.033722636763450456,0.06562809111125059,0.035638955338437125,-0.008341411882454007,0.007066420049744244,0.013290383324397546,1.0,0.012796317152744565,0.039892454189473694,0.039776470920982784,0.03959790105166111,0.04342064139809697,-0.0005076060415797126,0.0020766533005336014,0.01889393289011344,0.045879826681465175,-0.0019072718597113996,0.011360039702606175,0.017377600256978838,0.01745938451901103,0.01896915208871905,-0.022097064461798793,0.05348773956462421,0.030639103599665277,-0.021404608715239342,0.05096794853260857,0.0481374963776641,-0.031253021515588286,-0.051116922251483184,-0.07558073461860745,0.07558073461860733,0.03519233490037414,-0.06012790733987603,0.0002681064445005972,0.014419941123263303,0.03799927768169017,-0.03152500723739633,0.004364882511282736,-0.0053397258006767255,0.01979981388259859,0.008151871982821093,-0.03565616591935361,-0.002619999916940776,-0.0012021032852286941,0.004471593092042347,-0.016575165117677298,0.05843117972500676,0.016799179940855558,0.005186206551911578,0.014791852796561828,0.05551229607520945,0.005096415419570782,-0.06570833824256783,0.012928209694169301,-0.028733611230781858,0.028161097078254396,0.004589998504909669,0.04894018524568554,-0.05592491348529738,-0.0026669266214422085,0.0236064787105568,0.0676099218653798,-0.023768302876467414,-0.01713707763742769,-0.032135584536185945,0.05194521482051205,-0.035277696419582276,-0.01996560477794007,-0.050582395394326726,0.004589998504909669,-0.05592491348529738,-0.027898578444819112,-0.018391697658144985,-0.019387550869040603,-0.007785282154176204,-0.020951061885341387,-0.06894091299480724,,0.04765159960043242,0.013603838355529665,0.055493467770297844,0.014457041191787352,0.035513023805644674,-0.06164610604271362,-0.030920097620960953,-0.021017879841462927,,0.06358575367313633
Tax rate (A),0.2746903685385309,0.2467507394202421,0.21704992383748956,0.0639256707292046,0.06335992240974374,0.23342987620734343,0.2517115070841444,0.2172129561751869,0.1374262014381454,0.21878293772274726,0.07866606465104674,-0.02261124176085459,0.07886904870699664,0.012796317152744565,1.0,0.16952077346436917,0.16981611425350757,0.16930082867115295,0.20964693652575442,0.11022117561642747,0.21752089735553748,0.25121228092066694,0.2625216795692148,-0.03702672271448841,0.08455459959979422,0.13945398967421122,0.13970672332832515,0.13992283331779304,0.06778802911792303,0.05772446478225175,0.03897661616807666,0.08848150776265427,-0.025077389183511198,-0.005880911457239551,0.22583278927007877,-0.04625278070004571,-0.006460479734143993,0.0064604797341440545,0.0027575545897718795,-0.11553130799673947,0.020242182270170144,0.2525558901005026,0.2621836764907092,0.06427204137943607,0.21861196850531522,-0.033966500923890273,0.01786778912840301,-0.07027909394506329,-0.1519697835079558,0.16432435594915437,0.08154765071152667,0.14184583552356983,-0.09360540137699706,0.05989841252100837,0.1382728841963927,0.09236725162531455,-0.003285390543610262,-0.010754635067034982,-0.04201701543418179,0.044992989919904046,0.07589647672183758,-0.021829257069390914,0.007530791401166761,0.06591435257144429,0.10457823430060814,-0.005345093844068123,0.008829997342265134,0.2839202811194981,0.16669829058956778,-0.09825370973827557,0.06755379495035338,0.0345962572103073,-0.06458098834792757,0.030627822359712373,0.031938670733305315,-0.10542363687944788,0.06591435257144429,-0.005345093844068123,-0.10571070909048842,0.0323967876044634,0.009141732512329075,0.12170604069218802,0.04659316543309752,-0.07802789728410273,,0.2640134006512274,-0.08934128091874063,0.05206620419177709,0.06392736938885314,0.2783081954906968,-0.039625828053528094,0.07845187141421388,0.1671417132393001,,-0.04983048748934607
Net Value Per Share (B),0.5501662762824998,0.5852703034733641,0.5499907563815967,0.19757895717446566,0.19391148146301318,0.38589159143522245,0.4565482523015908,0.4524437808091458,0.3401615530259543,0.44994329383988696,0.10166809021403825,0.0968292689618416,0.2544583384861265,0.039892454189473694,0.16952077346436917,1.0,0.9998080685626872,0.9996461962822704,0.745260432013741,0.4004333604901475,0.35216461928788717,0.6374839566863485,0.7449411217914645,-0.00697866857028274,0.09912754914667693,0.15876783747618903,0.15692632539734674,0.16227158107716458,-0.0015312354908566803,0.2915271505484439,0.19015381012602706,0.12254670396922487,0.14035231538930779,0.1684328902344397,-0.014987465898469084,-0.2685208469532201,-0.25653270372919723,0.25653270372919756,0.09042664596994644,-0.2918607009512546,0.006504012275949626,0.6351348502602592,0.7478753418496649,-0.12993422591643122,0.10027915373137485,-0.010055396316373031,-0.03472969286242652,-0.08484006987973,-0.09954454767588064,-0.022449588463196044,0.17077683708996513,0.3902469295563789,-0.047108166925093536,0.21158350657390637,0.12381289576365805,0.05603284202964809,0.1834174988161671,0.15335406772418902,0.09181836602591503,-0.20987080420709178,0.2693710425304601,-0.02397086261720029,-0.02695865519112983,0.03077890912816177,0.185966638900007,-0.2331928760081228,0.026524336941057044,0.6626816265111595,0.5940993739026194,-0.2853809527259925,-0.02621088450274419,-0.04125681683129494,0.08715488761049169,-0.06641502790146825,0.10727003920256013,-0.17421147360510703,0.03077890912816177,-0.2331928760081228,-0.14313557037103494,0.1453068678377077,0.12112212953007476,0.2527672067546352,0.13909426573197353,-0.24645914766313443,,0.5805098309216911,0.14567343623254914,0.0857813824537275,0.19757870105694303,0.5305701715178772,-0.2596075954275593,-0.07486746812784698,0.007970455341699613,,0.1504707218559533
Net Value Per Share (A),0.5504076294523813,0.5855460569706472,0.5502935884939067,0.19771881622955978,0.19405693015681635,0.3861679317666472,0.4568490645630105,0.4528166243483286,0.34026719230594926,0.45037364672229246,0.10221056578443288,0.0965926181867014,0.2545382188842121,0.039776470920982784,0.16981611425350757,0.9998080685626872,1.0,0.9998384374943013,0.7453136317642179,0.4004899107067818,0.3519353719247023,0.6373194234069854,0.7448342229050773,-0.006569431561337307,0.09948248238529603,0.15892806875673288,0.15704148576581475,0.16268835935030895,-0.0014463471987462783,0.29180146170372523,0.19005449594222865,0.1227514938922516,0.14064972902719708,0.16865067362971214,-0.0146318067835189,-0.2698486010864884,-0.2572977756900344,0.2572977756900348,0.09050051786977238,-0.29295760012815,0.005752182686642353,0.6349803087617338,0.7475969048660851,-0.13055855704498917,0.10031793158921047,-0.010770563665370984,-0.03477918130666825,-0.08485696739979418,-0.0998572753762874,-0.022777678478902903,0.17071696186755006,0.39046613558669996,-0.046840035999944865,0.2122586386903394,0.12370405179458817,0.05607806278952973,0.18325849668013358,0.153547144168103,0.09228548908723042,-0.2106886939381304,0.26938996495080747,-0.023533665418358544,-0.02698781778425972,0.03051572731899649,0.1867787436175315,-0.23438242578809446,0.02755898918423822,0.6635801497826075,0.5940975363785561,-0.28572157483673083,-0.025979579776741236,-0.04114150489353159,0.08781481935772534,-0.06594010215129124,0.10708902326959917,-0.1740891663580074,0.03051572731899649,-0.23438242578809446,-0.14338565717736163,0.14510678995756623,0.12091317795200712,0.2528489702599294,0.13904023190165898,-0.24728351957209724,,0.5808618753959921,0.14700930180814087,0.0860188531962447,0.19771861437792043,0.5312431181189475,-0.26083520140145344,-0.07482739868166227,0.008334480481615355,,0.15073736367891652
Net Value Per Share (C),0.5502265991287608,0.5855800858454006,0.550175123940473,0.19770417513625366,0.19404085860269307,0.3861451391796739,0.4567661925722001,0.4527320712727345,0.34004174450228214,0.44970523502653725,0.10223622803602278,0.09606125629809809,0.2542942122429658,0.03959790105166111,0.16930082867115295,0.9996461962822704,0.9998384374943013,1.0,0.7450853199351636,0.4003586791433311,0.3514797590842271,0.6371571137644739,0.7446868234481645,-0.006292902220761311,0.09939458530551373,0.1588452405768929,0.15695919065610328,0.1624111429201846,-0.0011278331381705167,0.29190250906670195,0.1899538847814798,0.1228481778100207,0.1404066272326335,0.16831706155828127,-0.0146964885590836,-0.26977011622840125,-0.2571292429499751,0.2571292429499753,0.09029879387512045,-0.2928217879925177,0.006102825361952413,0.6348220516511621,0.7474051785970268,-0.13051256766349095,0.09976258344751514,-0.010912385763609584,-0.03465408006705867,-0.08500164738208649,-0.09994579726584336,-0.023191876059946073,0.1706778592105643,0.3905025559403913,-0.046047461833801956,0.2122668235610125,0.12330706706339171,0.056047398691293854,0.18295214568790633,0.15321193848784703,0.09280452098475939,-0.2107404866483444,0.26920458163708505,-0.023373295966945838,-0.02710974656554558,0.030255436989133896,0.18699990268008895,-0.23446485600885258,0.02742369035518766,0.6635005848350336,0.5941683192753662,-0.2859716895930205,-0.026179882196785513,-0.04144619026828543,0.0888335163326718,-0.06599309082651385,0.1074267969648801,-0.1740479157183268,0.030255436989133896,-0.23446485600885258,-0.1432549140645485,0.14521521309164656,0.12088584365895952,0.25270341151417947,0.13918745554340592,-0.24738194237669087,,0.5808772306638138,0.1472045355201513,0.08546050845524764,0.19770386235703918,0.5312091571995231,-0.2607450105984595,-0.07472389263496021,0.008251647993611456,,0.15044431096435928
Persistent EPS in the Last Four Seasons,0.8615097769191572,0.8698863458585349,0.861495516769518,0.36682416271657203,0.3632142498872407,0.5449074881757616,0.610326494980392,0.6055464679756893,0.39882541848038455,0.6231316742575733,0.0965392687939069,0.08158896656093653,0.323212052500485,0.04342064139809697,0.20964693652575442,0.745260432013741,0.7453136317642179,0.7450853199351636,1.0,0.4845106101932533,0.37145498177022646,0.8814774184710965,0.9746593462031227,0.13392422809383153,0.26379682052295655,0.30954992429392,0.31065314592516363,0.33380264320699216,-0.025304124365337795,0.4450038697383864,0.49344923476952746,0.2451710509117938,0.12857294327017138,0.15335228556036312,0.008353005098875025,-0.2299882120543433,-0.1999385166942115,0.1999385166942115,0.1143591193276306,-0.3078461070281855,-0.08356617087284741,0.8792916300648905,0.9785964069548686,-0.04452454548081765,0.2580817790218115,0.03375589045193621,-0.1212787223860635,-0.07612676592197917,-0.15787613997929284,0.10329728408542854,0.16184523689327793,0.5478994366232905,-0.11188165707399454,0.29050903467306965,0.2326696298441059,0.19644681027807234,0.2581802120375373,0.13652545212651546,0.07893248646780587,-0.12221318612623376,0.3555994465656387,-0.02450424188718569,-0.001530954785918536,0.10051359514796475,0.28525809438270777,-0.17337939704274102,0.012780812718130039,0.7246315930127468,0.7516400548814196,-0.2237434152418323,0.0012131369394902545,-0.017209420241939673,0.053656992944430916,-0.04974014229414809,0.17088597668098482,-0.19029092894184535,0.10051359514796475,-0.17337939704274102,-0.1674849195484184,0.24749646670733505,0.19042976771766426,0.3831196869218839,0.24929815672845881,-0.2629768487911331,,0.8470838583879068,0.027912578470427503,0.06846341256557685,0.36682638197393747,0.7985264582174834,-0.2187419927103,-0.05912846530214316,0.04210418369113338,,0.0825199349821087
Cash Flow Per Share,0.49262447425229067,0.43643967287336016,0.483027725818913,0.2650540226202791,0.2651854919779246,0.35276908610953756,0.3180403575735491,0.30816875646755976,0.09037224753049487,0.3191495174018483,0.004400647696853789,0.07852041910710268,0.6369776039414795,-0.0005076060415797126,0.11022117561642747,0.4004333604901475,0.4004899107067818,0.4003586791433311,0.4845106101932533,1.0,0.13688133816266754,0.49395925563636,0.4762586950021067,-0.028659656813723074,0.08210028611438225,0.10955424299876382,0.10961501845577763,0.11293742641892307,0.08239598346459923,0.09130436241202698,0.178362772086123,0.8417994115540448,0.08915190589789651,0.13352437126952846,-0.014303125097775152,-0.21249768333190336,-0.20375651319057905,0.20375651319057939,-0.006798111461449521,-0.2833100677086249,-0.04960879204310272,0.49071719626486787,0.4733903622891771,-0.2551901725301422,0.07369235557033695,-0.013405932808713975,-0.06913139675324173,-0.04890025128784828,0.009787840628560399,-0.018692464806480076,-0.02877026170021806,0.21264817397305238,-0.037655517303220455,0.11599415682908026,0.13060740021265108,-0.022987514597968578,0.2963572360161116,0.11924618566039415,0.11647207562973086,-0.18690834054680977,0.6617585810848851,-0.07551413222420272,0.010264530636214176,0.009282812788847706,0.03806503888691182,-0.20941162319396633,0.011027221500153256,0.3867009361438406,0.3262718360988773,-0.03294592127173023,0.028841395526025077,-0.052190090108132324,-0.024708448364594775,-0.06679620405233556,0.19310012590571107,0.05467116697920732,0.009282812788847706,-0.20941162319396633,-0.07905496377183097,0.2990427823844002,0.23358726072391894,0.8891928054356045,0.3016867799303553,-0.12069479311601503,,0.4265290119140496,0.0711092535715697,0.06551277637317074,0.26505248526929076,0.360237599183953,-0.21303286157224116,-0.050200338146186206,-0.0025435928774883753,,0.09318959142818804
Revenue Per Share (Yuan ¥),0.2173686192666991,0.2478624331435411,0.20301158110145917,-0.1939722303727638,-0.1948328162402799,0.11760078173660486,0.11982548925879814,0.11920264760097664,0.01820203986764852,0.1256714488371723,0.23444724253469015,0.0039140631411662815,-0.08168341976608133,0.0020766533005336014,0.21752089735553748,0.35216461928788717,0.3519353719247023,0.3514797590842271,0.37145498177022646,0.13688133816266754,1.0,0.439588478126391,0.3834350839144864,0.020475792836256557,0.09247045043551534,0.07854279717643244,0.07816631463011753,0.08826606585823488,-0.0781579033657007,0.1920192569941782,0.1355076123815093,0.03071213605373977,-0.15219823212727027,-0.13815938389230845,0.029285020625806145,0.344121602744878,0.3636165900604696,-0.36361659006046987,0.14627457675156139,0.1121037583292722,0.0479318346437598,0.43811206048158235,0.3841123223711677,0.49434208823639675,0.8402764352891514,0.042216622387665534,-0.18151488425348172,-0.16807055663301412,-0.24713032759952347,0.8539774774161651,0.5217761941120918,0.21025687455590916,-0.1720887765671323,0.09077200006058754,0.37717349954983126,0.4172478737887115,0.0476520206103974,-0.14268513978469757,-0.12943626528455254,0.44782392068859206,-0.04248308096974583,0.018857737008138118,-0.0006973000630487385,0.21717337633241485,0.25946522956798745,0.40341525085354846,0.006160463443423191,0.24463061471781739,0.1403428853962636,0.030028194256885653,0.30370490912310877,0.2395573606059346,-0.2186775047913204,0.039125162282365324,0.03378230328201354,-0.29978534979731425,0.21717337633241485,0.40341525085354846,0.04150525905106444,0.08910431183160644,0.03381901235955492,0.03033278216952931,0.1199930764885247,0.005738560418973511,,0.2263753395790033,0.04250790790227038,0.028034843534794185,-0.1939717152053973,0.24084842248554839,0.3507755246324098,-0.004556512730342564,0.04518437770699413,,-0.2691773509772094
Operating Profit Per Share (Yuan ¥),0.7829733120455422,0.7676505623138357,0.7644422107277499,0.3858126739455583,0.3843351538439314,0.5820853227338894,0.49674635254030647,0.4826791330795188,0.0910753999459511,0.49801968628144183,0.09157949415434424,0.08316111401106871,0.3271540278769909,0.01889393289011344,0.25121228092066694,0.6374839566863485,0.6373194234069854,0.6371571137644739,0.8814774184710965,0.49395925563636,0.439588478126391,1.0,0.8767682674019861,0.1355940014145447,0.26652294725847525,0.2477242869275258,0.24772743538355896,0.2658864962815086,-0.035443391537814325,0.3916792962754064,0.42531528646627675,0.27136965729992685,0.11429426447086766,0.12744276763647308,0.008390802948839076,-0.11606558229126131,-0.09135473817579007,0.09135473817579015,0.09236495854304637,-0.19952262806982107,-0.11316180980542649,0.9985868275595223,0.8814162887689891,0.07459849716772674,0.34591490250267587,0.042802914914364894,-0.14872094473505962,-0.047291272027195956,-0.15312871583950535,0.20183302459445132,0.192125484948986,0.5916888973342066,-0.1002019588662818,0.32360516438353765,0.30109535309364316,0.3076201210671499,0.2635178601656801,0.11166684593118072,0.06689472531538158,-0.013999917339437118,0.36916212422465744,-0.010426778226566874,-0.011966829770067472,0.14262025540811013,0.33549615334057975,-0.06344041052280322,0.016880714435340713,0.6289584731354819,0.5820117437500582,-0.10169452792864069,0.004149965197542783,0.012590831590095665,0.024624473275032692,-0.030592830072667162,0.15990095621730535,-0.14420152475441847,0.14262025540811013,-0.06344041052280322,-0.10833161713854024,0.25144550643642843,0.19854658217514823,0.40476533409590343,0.2514804431342645,-0.24932110821374256,,0.7356337263009723,-0.007321027456931414,0.04026915075242367,0.3858163420887607,0.6880975964500812,-0.10474781620795615,-0.05464174849518719,0.03379347618625774,,0.013452295687703722
Per Share Net profit before tax (Yuan ¥),0.852537900630253,0.8724553551928105,0.8365076863619889,0.34976829428424183,0.34628870887605395,0.540626768921351,0.6220842906429158,0.6089196352710545,0.4274009758479421,0.6036293846946102,0.10327116180768138,0.07579582667159096,0.3043684903726338,0.045879826681465175,0.2625216795692148,0.7449411217914645,0.7448342229050773,0.7446868234481645,0.9746593462031227,0.4762586950021067,0.3834350839144864,0.8767682674019861,1.0,0.12880921103415607,0.2662430695981055,0.31701183849488584,0.3189528705565126,0.328250953178835,-0.03018931504820928,0.4754041009029627,0.5122906900968589,0.23808685602356067,0.12110086196005172,0.1486345921605381,0.007757768600652799,-0.2261021297756695,-0.19138700782501436,0.1913870078250144,0.10813336118319115,-0.3103294109137821,-0.07911807481917837,0.8753393059941258,0.9895776820780863,-0.03840523236738553,0.2749762774487114,0.027182128805515553,-0.111434037828168,-0.08754222234305786,-0.16735846197514948,0.12076386572869094,0.16260588675075502,0.5305431267116552,-0.11731704347477535,0.2871851592635358,0.24630793391760458,0.20038738427669459,0.2490671673729321,0.1323847480177387,0.06791502287414311,-0.11259770087795451,0.3353847523958169,-0.030471332745825225,0.002601145722303333,0.10144768221699471,0.28457713665310586,-0.1673343463558303,0.014764815812505702,0.7233605034354847,0.7530537821042488,-0.22998030916088621,0.00867955656908996,-0.01738541186980588,0.04888137784172406,-0.05242816153871668,0.17577540182249146,-0.197180017238233,0.10144768221699471,-0.1673343463558303,-0.17281490389590146,0.2533513513894561,0.1892868715191718,0.3664473239287106,0.25439262257530376,-0.2604432898349268,,0.8456663638363008,0.02282606590301618,0.07415314123432937,0.34977048091513857,0.7961553357774172,-0.21355635822296917,-0.061902814770537336,0.04213115918915084,,0.07276352875527207
Realized Sales Gross Profit Growth Rate,0.15050376018489783,0.14634460928059204,0.16182434739451657,0.13332366030031,0.13221665044738454,0.10461523506202476,0.0977787312329338,0.10966339885738564,0.019217846922738323,0.1088266509971335,0.013519290282690834,-0.006140207332223493,-0.05298607132141035,-0.0019072718597113996,-0.03702672271448841,-0.00697866857028274,-0.006569431561337307,-0.006292902220761311,0.13392422809383153,-0.028659656813723074,0.020475792836256557,0.1355940014145447,0.12880921103415607,1.0,0.341691358291022,0.2215837465102098,0.22051187583839382,0.24595742520047198,-0.10706372770988772,0.25201910699166513,0.444599044428497,-0.027679884727950573,0.019958226750872488,0.01758939802775188,0.061826650406458385,0.0013484455214098552,0.012836609934886103,-0.012836609934886042,0.025569999131142416,-0.023432551483283038,-0.08021823540477638,0.13441240709278635,0.11984549077040235,0.03947323686848103,0.06957698299139882,0.06250008615619036,-0.09683923566540165,-0.012133155081505063,-0.0005100846665184722,0.05153697695495146,0.020870395917324543,0.12166851165774965,0.0252790231626243,0.05311485344860068,0.031331071478303954,0.0715239202455816,0.015679412821518943,0.00980053463428068,-0.014763970316294587,0.02660760644574688,-0.054836317586117865,0.02720172183577209,0.00843706475489597,0.028315643611006597,0.06573521599551016,0.013354884311621547,0.005635594522582108,-0.005889949018542013,0.1361988998060035,-0.013440620437859534,-0.029500465438690723,-0.006773875748215887,0.050110486434932336,0.019998376991134433,0.05226175179402341,0.006767692586451293,0.028315643611006597,0.013354884311621547,-0.005421657364440958,0.06958981137211062,0.045531364121713165,-0.057762292308514235,0.06676233885647527,-0.037921014619706366,,0.13299745766294538,0.006651478748674341,-0.03091055362254928,0.13332279295129076,0.14619163308816607,0.005624324688494639,0.038453889002324375,0.04214314225823059,,-0.005280777950269287
